File,Cluster
01-MFCC.csv,4
02-MFCC.csv,4
03-MFCC.csv,3
04-MFCC.csv,0
05-MFCC.csv,2
06-MFCC.csv,0
07-MFCC.csv,2
08-MFCC.csv,0
09-MFCC.csv,2
10-MFCC.csv,0
100-MFCC.csv,2
101-MFCC.csv,2
102-MFCC.csv,1
103-MFCC.csv,3
104-MFCC.csv,0
105-MFCC.csv,1
106-MFCC.csv,0
107-MFCC.csv,4
108-MFCC.csv,4
109-MFCC.csv,0
11-MFCC.csv,0
110-MFCC.csv,0
111-MFCC.csv,2
112-MFCC.csv,0
113-MFCC.csv,1
114-MFCC.csv,0
115-MFCC.csv,0
116-MFCC.csv,5
12-MFCC.csv,0
13-MFCC.csv,1
14-MFCC.csv,0
15-MFCC.csv,0
16-MFCC.csv,4
17-MFCC.csv,4
18-MFCC.csv,2
19-MFCC.csv,0
20-MFCC.csv,3
21-MFCC.csv,0
22-MFCC.csv,0
23-MFCC.csv,0
24-MFCC.csv,0
25-MFCC.csv,0
26-MFCC.csv,2
27-MFCC.csv,4
28-MFCC.csv,2
29-MFCC.csv,2
30-MFCC.csv,0
31-MFCC.csv,0
32-MFCC.csv,0
33-MFCC.csv,1
34-MFCC.csv,0
35-MFCC.csv,4
36-MFCC.csv,0
37-MFCC.csv,0
38-MFCC.csv,1
39-MFCC.csv,1
40-MFCC.csv,0
41-MFCC.csv,1
42-MFCC.csv,0
43-MFCC.csv,0
44-MFCC.csv,3
45-MFCC.csv,4
46-MFCC.csv,2
47-MFCC.csv,0
48-MFCC.csv,0
49-MFCC.csv,0
50-MFCC.csv,2
51-MFCC.csv,2
52-MFCC.csv,0
53-MFCC.csv,0
54-MFCC.csv,0
55-MFCC.csv,0
56-MFCC.csv,1
57-MFCC.csv,0
58-MFCC.csv,0
59-MFCC.csv,2
60-MFCC.csv,0
61-MFCC.csv,4
62-MFCC.csv,1
63-MFCC.csv,2
64-MFCC.csv,0
65-MFCC.csv,0
66-MFCC.csv,2
67-MFCC.csv,5
68-MFCC.csv,0
69-MFCC.csv,0
70-MFCC.csv,0
71-MFCC.csv,0
72-MFCC.csv,1
73-MFCC.csv,0
74-MFCC.csv,0
75-MFCC.csv,4
76-MFCC.csv,0
77-MFCC.csv,1
78-MFCC.csv,3
79-MFCC.csv,1
80-MFCC.csv,2
81-MFCC.csv,4
82-MFCC.csv,2
83-MFCC.csv,2
84-MFCC.csv,2
85-MFCC.csv,1
86-MFCC.csv,0
87-MFCC.csv,4
88-MFCC.csv,0
89-MFCC.csv,0
90-MFCC.csv,4
91-MFCC.csv,1
92-MFCC.csv,0
93-MFCC.csv,2
94-MFCC.csv,0
95-MFCC.csv,4
96-MFCC.csv,2
97-MFCC.csv,2
98-MFCC.csv,0
99-MFCC.csv,1
